category,requirement,source,weight,source_clause_ids,checkable_test,applicability,assessability,citation_confidence,notes,human_review_status,representative_source_clause_ids,candidate_id,duplicate_model_output_count,triage_candidate_id,source_acts,missing_source_clause_ids,source_provenance_status,triage_run_timestamp_utc,review_flags,likely_government_facing,government_facing_reasons,policy_checkability_signal_count,policy_checkability_signal_terms,administrative_signal_terms,recommended_action,resolved_act,requirement_canonical_hash,requirement_exact_duplicate_group,requirement_near_duplicate_similarity,requirement_near_duplicate_group
Children/Vulnerable Groups,A Data Fiduciary must obtain verifiable consent from the parent or lawful guardian of a child or person with disability before processing their personal data.,"DPDP Act 2023, Section 8(9)(1)",3,"[""G000517""]",Verify if the document requires verifiable consent from a parent or guardian for children or persons with disabilities.,Applies to Data Fiduciaries processing data of children or persons with disabilities.,High,high,,PENDING,['G000517'],TC-000039,1,TC-000039,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""child"", ""consent"", ""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_ACT_2023,f809d64149427cd07e41edb2af25a9af22016bb31c72ec71ad1ddffd2c9ad7fa,,1.0,
Children/Vulnerable Groups,A Data Fiduciary must not process personal data of children if it is likely to cause detrimental effects on their well-being.,"DPDP Act 2023, Section 8(9)(2)",3,"[""G000518""]",Check if the document prohibits processing personal data of children that may harm their well-being.,Applies to Data Fiduciaries processing data of children.,High,high,,PENDING,['G000518'],TC-000040,1,TC-000040,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""child"", ""data"", ""personal data"", ""process"", ""use""]",[],LEGAL_REVIEW,DPDP_ACT_2023,8a74e271e41f1d081530bd5ab3d0de0b661a6bd5bc527ba4560f5f329cdc6a52,,1.0,
Children/Vulnerable Groups,A Data Fiduciary must not engage in tracking or behavioral monitoring of children or targeted advertising directed at children.,"DPDP Act 2023, Section 8(9)(3)",3,"[""G000519""]",Verify if the document prohibits tracking or targeted advertising of children.,Applies to Data Fiduciaries processing data of children.,High,high,,PENDING,['G000519'],TC-000041,1,TC-000041,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""child"", ""data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,9aec763e16664f6f0fa1e5e0ba3901c274c2d599af8808aad999edc4e7243eed,,1.0,
Children/Vulnerable Groups,Data fiduciaries must ensure that processing of personal data of children is done in a manner that is verifiably safe.,"DPDP Act 2023, Section 4(4)",3,"[""G000520""]",Check if the document specifies measures to ensure verifiably safe processing of children's data.,Applies to data fiduciaries processing children's personal data.,High,high,"This clause establishes a general obligation for data fiduciaries to ensure safe processing of children's data, which can be checked against governance documents.",PENDING,['G000520'],TC-000042,1,TC-000042,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""child"", ""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_ACT_2023,37075e56db178cc2bfe99d22ea7d632f0b64a642c3eb93915fb74c506eed2fa4,,1.0,
Children/Vulnerable Groups,The Central Government may exempt a data fiduciary from certain obligations if it ensures verifiably safe processing of children's data.,"DPDP Act 2023, Section 4(5)",3,"[""G000521""]","Check if the document specifies the age threshold for exemption from obligations related to children's data processing, if any.",Applies to data fiduciaries subject to government exemption notifications.,High,high,"This clause allows for exemptions from certain obligations if the government determines processing is verifiably safe, which can be checked against governance documents.",PENDING,['G000521'],TC-000043,1,TC-000043,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""child"", ""data"", ""process""]",[],LEGAL_REVIEW,DPDP_ACT_2023,c64b80c12226c233a21c10af7c20d030ac6232b7d7363a90e28572a45b2a034b,,1.0,
Significant Data Fiduciary Obligations,Significant data fiduciaries must appoint a Data Protection Officer.,"DPDP Act 2023, Section 4(10)(a)",3,"[""G000534""]",Check if the document specifies the appointment of a Data Protection Officer.,Applies to significant data fiduciaries.,High,high,"This clause mandates the appointment of a Data Protection Officer for significant data fiduciaries, which can be checked against governance documents.",PENDING,['G000534'],TC-000044,1,TC-000044,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""protect""]",[],LEGAL_REVIEW,DPDP_ACT_2023,3514c4e9f69c726cacc4646dc9b4e745f9f8c4d18e1ad66630463c1e6a96ee37,,1.0,
Significant Data Fiduciary Obligations,Significant data fiduciaries must conduct periodic Data Protection Impact Assessments.,"DPDP Act 2023, Section 4(10)(i)",3,"[""G000541""]",Check if the document specifies the conduct of periodic Data Protection Impact Assessments.,Applies to significant data fiduciaries.,High,high,"This clause requires significant data fiduciaries to conduct periodic Data Protection Impact Assessments, which can be checked against governance documents.",PENDING,['G000541'],TC-000045,1,TC-000045,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""protect""]",[],LEGAL_REVIEW,DPDP_ACT_2023,8ccd5c126ed9954586ea1f30367bd7c4e72cf7ef4cad6a58019edde2104e1087,,1.0,
Data Principal Rights,Data principals have the right to request access to their personal data from the data fiduciary.,"DPDP Act 2023, Section 11(1)",3,"[""G000544""]",Check if the document specifies the right of data principals to request access to their personal data.,Applies to data principals who have given consent to data fiduciaries.,High,high,"This clause establishes the right of data principals to request access to their personal data, which can be checked against governance documents.",PENDING,['G000544'],TC-000046,1,TC-000046,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""access"", ""data"", ""personal data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,6485ffd8dd7b84d03ab6267e246e8236175e8e464132ed191f6c705c860996e6,,1.0,
Data Retention & Erasure,"A Data Principal shall have the right to correction, completion, updating and erasure of her personal data for the processing of which she has previously given consent.","DPDP Act 2023, Section 10(1)",3,"[""G000551""]","Check if the document provides a mechanism for data principals to request correction, completion, updating, and erasure of their personal data.",Applies to all data principals who have given consent for the processing of their personal data.,High,high,This obligation is tied to the right to erasure and correction of personal data under the DPDP Act 2023.,PENDING,['G000551'],TC-000047,1,TC-000047,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""consent"", ""correction"", ""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_ACT_2023,168b32e5d047ed38944664e4a3b911a3f45528e0f05c8c535496b290fe9db2a0,,1.0,
Data Retention & Erasure,A Data Fiduciary shall erase personal data upon receipt of a request for erasure unless retention is necessary for a specified purpose or for compliance with law.,"DPDP Act 2023, Section 10(7)",3,"[""G000557""]",Check if the document specifies that data fiduciaries must erase personal data upon request unless retention is required for a specified purpose or legal compliance.,Applies to all data fiduciaries handling personal data subject to erasure requests.,High,high,This obligation is tied to the right to erasure under the DPDP Act 2023.,PENDING,['G000557'],TC-000048,1,TC-000048,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""data"", ""erase"", ""personal data"", ""purpose"", ""retention""]",[],LEGAL_REVIEW,DPDP_ACT_2023,ab8d3f2aa7d92da94a2afddc9995522e20e466b264d4991dd9ecf0098ee6af1b,,1.0,
Grievance Redressal,A Data Principal shall have the right to grievance redressal mechanisms provided by a Data Fiduciary or Consent Manager.,"DPDP Act 2023, Section 13(1)",3,"[""G000558""]",Check if the document provides grievance redressal mechanisms for data principals regarding data fiduciary or consent manager actions.,Applies to all data principals who have interacted with data fiduciaries or consent managers.,High,high,This obligation is tied to the right to grievance redressal under the DPDP Act 2023.,PENDING,['G000558'],TC-000049,1,TC-000049,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""consent"", ""data"", ""grievance""]",[],LEGAL_REVIEW,DPDP_ACT_2023,c464eff328ce907c8087576843bcb5ee0901cd7b6ce4b235bdd572a320620968,,1.0,
Grievance Redressal,A Data Fiduciary or Consent Manager shall respond to grievances within a prescribed period.,"DPDP Act 2023, Section 13(2)",3,"[""G000559""]",Check if the document specifies a time limit for responding to grievances raised by data principals.,Applies to all data fiduciaries and consent managers handling grievances.,High,high,This obligation is tied to the grievance redressal process under the DPDP Act 2023.,PENDING,['G000559'],TC-000050,1,TC-000050,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""consent"", ""data"", ""grievance""]",[],LEGAL_REVIEW,DPDP_ACT_2023,64564e3b56776d9fc7c0e14866d881156a699ff85a0a245c47caf078b8531a9d,,1.0,
Grievance Redressal,A Data Principal must exhaust the opportunity of redressing her grievance under this section before approaching the Board.,"DPDP Act 2023, Section 3",2,"[""G000560""]",Check if the document provides a process for resolving grievances internally before allowing appeals to the Board.,Applies to all Data Principals.,3,high,This requirement ensures that Data Principals follow internal grievance mechanisms before seeking external redress.,PENDING,['G000560'],TC-000051,1,TC-000051,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""grievance"", ""process""]",[],LEGAL_REVIEW,DPDP_ACT_2023,cdedd9819db10d51545c464170649c3bedb6ef4a526c1c9fd0c5f9be8638a342,,1.0,
Data Principal Rights,A Data Principal shall have the right to nominate any other individual to act on their behalf in the event of death or incapacity.,"DPDP Act 2023, Section 14(1)",3,"[""G000561""]",Check if the document allows for the nomination of a representative to act on behalf of the Data Principal in case of death or incapacity.,Applies to all Data Principals.,3,high,This requirement ensures that Data Principals can designate a representative to manage their data rights in case of incapacitation.,PENDING,['G000561'],TC-000052,1,TC-000052,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,674d4641dbe8f151f03b1bfdb1e0b33b1a0f7dde9380e415eb4c0af483e2e58d,,1.0,
Data Principal Rights,The term 'incapacity' includes inability to exercise rights due to unsoundness of mind or infirmity of body.,"DPDP Act 2023, Section 14(2)",2,"[""G000563""]",Check if the document defines 'incapacity' to include mental or physical conditions that prevent the exercise of data rights.,Applies to all Data Principals.,3,high,This requirement clarifies the definition of incapacity for the purpose of data rights.,PENDING,['G000563'],TC-000053,1,TC-000053,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""rights""]",[],LEGAL_REVIEW,DPDP_ACT_2023,000d8ce7c9906d1fa62695c388d9519764c963a9d4c965f93d7413b537045fc0,,1.0,
Grievance Redressal,A Data Principal must not register false or frivolous grievances or complaints with a Data Fiduciary or the Board.,"DPDP Act 2023, Section 14(d)",2,"[""G000567""]",Check if the document prohibits the registration of false or frivolous grievances or complaints.,Applies to all Data Principals.,3,high,This requirement ensures that the grievance process is not abused by submitting false complaints.,PENDING,['G000567'],TC-000054,1,TC-000054,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""complaint"", ""data"", ""grievance""]",[],LEGAL_REVIEW,DPDP_ACT_2023,c8e590e8ef5189002bfdd3af893d16b2d7a661ffbcb8cc99eea0d3a8190cb709,,1.0,
Cross-Border Transfer,The Central Government may restrict the transfer of personal data by a Data Fiduciary to countries outside India.,"DPDP Act 2023, Section 16(1)",3,"[""G000574""]",Check if the document provides for the possibility of government-imposed restrictions on cross-border data transfers.,Applies to all Data Fiduciaries.,3,high,This requirement allows the government to impose restrictions on data transfers to foreign jurisdictions.,PENDING,['G000574'],TC-000055,1,TC-000055,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""personal data"", ""transfer""]",[],LEGAL_REVIEW,DPDP_ACT_2023,a660a395e4742811b1eb19c483fa26481498b7662bdb2c72d7034725396c1972,,1.0,
Cross-Border Transfer,The applicability of Indian laws providing higher protection for data transfers outside India is not restricted by this section.,"DPDP Act 2023, Section 16(2)",2,"[""G000575""]",Check if the document acknowledges that higher protections for data transfers outside India may be provided by existing Indian laws.,Applies to all Data Fiduciaries.,3,high,This requirement ensures that existing Indian laws on data transfer protections remain applicable.,PENDING,['G000575'],TC-000056,1,TC-000056,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""protect"", ""transfer""]",[],LEGAL_REVIEW,DPDP_ACT_2023,0b6e141a76f9d994b0ca79ac41df3e0425b5a6c59790f70b50291ecf2e96e024,,1.0,
Confidentiality & Misuse of Data,"The Central Government may notify certain Data Fiduciaries, including startups, that are exempt from specific data protection provisions.","DPDP Act 2023, Section 18(3)",2,"[""G000588""]","Check if the document allows for the exemption of certain Data Fiduciaries, including startups, from specific data protection provisions.",Applies to all Data Fiduciaries.,3,high,This requirement allows for the exemption of certain entities from specific data protection obligations.,PENDING,['G000588'],TC-000057,1,TC-000057,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""protect""]",[],LEGAL_REVIEW,DPDP_ACT_2023,d86161813ba570ea3b4fc407b957bd29ceb39a20a4566accd2a237da9c23817a,,1.0,
Significant Data Fiduciary Obligations,The Data Protection Board of India must include at least one expert in the field of law.,"DPDP Act 2023, Section 8(1)",3,"[""G000597""]",Verify if the Data Protection Board of India includes at least one legal expert.,Applicable to the Data Protection Board of India.,High,high,This requirement ensures the Board has legal expertise to fulfill its duties.,PENDING,['G000597'],TC-000058,1,TC-000058,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""protect""]",[],LEGAL_REVIEW,DPDP_ACT_2023,8b49eb7c40a5df2d05148a21c6e5af006a66a6330adf32f85b9a2f8c6f4b72ef,,1.0,
Significant Data Fiduciary Obligations,The Chairperson and other Members of the Data Protection Board shall not be varied to their disadvantage after their appointment.,"DPDP Act 2023, Section 8(1)",3,"[""G000599""]",Verify if the terms of the Chairperson and Members are not varied to their disadvantage after appointment.,Applicable to the Data Protection Board of India.,High,high,This requirement protects the terms of the Board members from being altered unfavorably.,PENDING,['G000599'],TC-000059,1,TC-000059,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""possible_institutional_or_administrative_content""]",False,[],2,"[""data"", ""protect""]","[""chairperson""]",REVIEW_SCOPE,DPDP_ACT_2023,29e5a80ef21261cdca6c3e445634ae3ee6d97cf1b18d10e72116669573ffcac2,,1.0,
Significant Data Fiduciary Obligations,The Chairperson and other Members of the Data Protection Board shall hold office for a term of two years and be eligible for re-appointment.,"DPDP Act 2023, Section 8(1)",3,"[""G000600""]",Verify if the term of office for the Chairperson and Members is two years with eligibility for re-appointment.,Applicable to the Data Protection Board of India.,High,high,This requirement establishes the term and re-appointment eligibility for Board members.,PENDING,['G000600'],TC-000060,1,TC-000060,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""possible_institutional_or_administrative_content""]",False,[],2,"[""data"", ""protect""]","[""chairperson""]",REVIEW_SCOPE,DPDP_ACT_2023,0f72029c6a9ec1b4d8c8ea0c6bf5030f13bfa40f790007326d7879fa91cfed57,,1.0,
