clause_id,app_name,source_document,source_file,page_start,page_end,section_heading,clause_text,relevance_score,relevance_level
S001847,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,1,1,,b. Camera surveillance systems at the Data Processing Facility;,0,low
S001848,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,1,1,,c. Systems that monitor and control the temperature and humidity for the computer equipment at the Data Processing Facility;,0,low
S001849,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,1,1,,d. Power supply and backup generators at the Data Processing Facility;,0,low
S001850,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,2,2,,"e. Procedures for secure deletion and disposal of data, subject to the Business Terms; and",0,low
S001851,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,2,2,,f. Protocols requiring ID cards for entry to all WhatsApp facilities for all personnel working on the Business Services.,0,low
S001852,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,2,2,3. Personnel,a. Training. WhatsApp will ensure that all personnel with access to Covered Data undergo security training.,0,low
S001853,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,2,2,3. Personnel,b. Confidentiality. WhatsApp will contractually bind personnel with access to Covered Data to appropriate confidentiality requirements.,0,low
S001854,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,2,2,3. Personnel,"c. Screening and Background Checks. WhatsApp will have a process for: verifying the identity of the personnel with access to Covered Data; and performing background checks, where legally permissible, on personnel working on or supporting aspects pertaining to the Business Services in accordance with WhatsApp standards.",0,low
S001855,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,2,2,3. Personnel,d. Personnel Security Breach. WhatsApp will take disciplinary action in the event of unauthorized access to Covered Data by,1,medium
S001856,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,2,2,3. Personnel,"WhatsApp personnel, including, where legally permissible, punishments up to and including termination.",0,low
S001857,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,2,2,3. Personnel,4. Security Testing. WhatsApp will perform regular security and vulnerability testing to assess whether key controls are implemented properly and are effective.,0,low
S001858,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,2,2,3. Personnel,5. Access Control.,1,medium
S001859,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,2,2,3. Personnel,a. Password Management. WhatsApp has established and will maintain procedures for password management for its,0,low
S001860,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,3,3,3. Personnel,"personnel, designed to ensure passwords are personal to each individual, and inaccessible to unauthorized persons, including at minimum: password provisioning, including procedures designed to verify the identity of the user prior to a new, replacement, or temporary password; cryptographically protecting passwords when stored in computer systems or in transit over the network; iii. altering default passwords from vendors; iv. strong passwords relative to their intended use; and v. education on good password practices.",0,low
S001861,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,3,3,3. Personnel,"b. Access Management. WhatsApp will also control and monitor its personnel’s access to its systems using the following: established procedures for changing and revoking access rights and user IDs, without undue delay; established procedures for reporting and revoking compromised access credentials (passwords, tokens etc.); iii. maintaining appropriate security logs including where applicable with userid and timestamp; iv. synchronizing clocks with NTP; and v.",0,low
S001862,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,3,3,3. Personnel,Logging the following minimum user access management events  Authorization changes;  Failed and successful authentication and access attempts; and  Read and write operations.,0,low
S001863,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,4,4,6. Communications Security,a. Network Security,0,low
S001864,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,4,4,6. Communications Security,WhatsApp will employ technology that is consistent with industry standards for network segregation.,0,low
S001865,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,4,4,6. Communications Security,Remote network access to WhatsApp systems will require encrypted communication via secured protocols and use of multi-factor authentication.,1,medium
S001866,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,4,4,6. Communications Security,b. Protection of Data in Transit,0,low
S001867,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,4,4,6. Communications Security,WhatsApp will enforce use of appropriate protocols designed to protect the confidentiality of data in transit over public networks.,0,low
S001868,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,4,4,6. Communications Security,7. Vulnerability Management. WhatsApp has instituted and will maintain a vulnerability management program covering the Business,0,low
S001869,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,4,4,6. Communications Security,"Services that includes definitions of roles and responsibilities for vulnerability monitoring, vulnerability risk assessment, and patch deployment.",0,low
S001870,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,4,4,8. Security Incident Management,"a. Security Incident Response. WhatsApp will maintain a security incident response plan for monitoring, detecting, and handling possible security incidents affecting Covered Data. The security incident response plan at least includes definitions of roles and responsibility, communication, and post-mortem reviews, including root cause analysis and remediation plans.",1,medium
S001871,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,4,4,8. Security Incident Management,b. Monitoring. WhatsApp will monitor for any security breaches and malicious activity affecting Covered Data.,1,medium
S001872,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,4,4,8. Security Incident Management,"In the event of any express conflict between the Business Terms and these Data Security Terms, the Business Terms will govern solely with respect to your use of the Business Services and solely to the extent of the",0,low
