clause_id,app_name,source_document,source_file,source_path,page_start,page_end,section_heading,clause_index_in_document,clause_text,extraction_method,extraction_quality,retrieved_at,file_sha256
S000057,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,30,"If Customer pays by invoice, Customer will pay Google all invoiced amounts by the Payment Due Date. For GCP Services, GWS Services, and Cloud Identity Services, Customer may change its payment method to any other method that Google may enable, subject to acceptance by Customer of any additional terms applicable to that payment method. Unless required by law, Customer's obligation to pay all Fees is non-cancellable. For GCP Services, GWS Services, Looker (original) Services, and Cloud Identity Services, Google's measurement tools will be used to determine Customer's usage of the Services. Google has no obligation to provide multiple bills. Payments made via wire transfer must include the bank information provided by Google.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000058,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,31,(b) Billing Options for GWS Services and Cloud Identity Services. This subsection 2.1(b) applies only to GWS Services and Cloud Identity Services. Customer may elect one of the billing options below or any other option offered by Google when Customer places its order for the Services:,python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000059,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,32,"(i) Flexible Plan. If Customer selects this option, Customer will not be committed to purchase the Services for a pre-defined term, but will pay Fees based on its daily usage of the Services, billed monthly in arrears. Any partial day of Services usage will be rounded up to a full day of Services usage for the purposes of calculating Fees.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000060,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,33,"(ii) Annual/Fixed-Term Plan. If Customer selects this option, Customer will be committed to purchasing the Services for one or more annual terms (as selected by Customer). Google will bill Customer according to the terms associated with Customer's elections on the Order Form.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000061,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,34,"Under 2.1(b)(i) (Flexible Plan) and 2.1(b)(ii) (Annual/Fixed-Term Plan), if Google reasonably determines based on objective criteria and Google’s policies in accordance with Section 2.1(a) (Billing Generally) that Customer or any of its End Users engaged in bad-faith dealing or dishonesty or has accessed or used the Services in a manner intended to avoid incurring Fees or to circumvent Service-specific usage limits or quotas (collectively, “Customer Malfeasance”), then, without limiting any of Google’s other rights or remedies, Google may bill Customer for the Fees for the entire month during which the Customer Malfeasance occurs, for the total number of End User Accounts used at any time in that month, regardless of whether Customer has disabled any End User Accounts.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000062,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,35,Google may change its offering of billing options (including by limiting or ceasing to offer any billing option) upon 30 days’ notice to Customer and any such change will take effect at the beginning of Customer’s next Order Term. Billing options may not be available to all customers.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000063,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,36,2.2 Taxes.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000064,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,37,"(a) Customer is responsible for any Taxes, and will pay Google for the Services without any reduction for Taxes. If Google is obligated to collect or pay any Taxes, the Taxes will be invoiced to Customer and Customer will pay such Taxes to Google, unless Customer provides Google with a timely and valid tax exemption certificate in respect of those Taxes.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000065,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,38,"(b) Customer will provide Google with any applicable tax identification information that Google may require under applicable law to ensure its compliance with applicable tax regulations and authorities in applicable jurisdictions. Customer will be liable to pay (or reimburse Google for) any taxes, interest, penalties, or fines arising out of any mis-declaration by Customer.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000066,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,39,"2.3 Payment Disputes & Refunds. Any payment disputes must be submitted in good faith before the Payment Due Date. If Google, having reviewed the dispute in good faith, determines that certain billing inaccuracies are attributable to Google, Google will not issue a corrected invoice, but will instead issue a credit memo specifying the incorrect amount in the affected invoice. If a disputed invoice has not yet been paid, Google will apply the credit memo amount to a disputed invoice and Customer will be responsible for paying the resulting net balance due on that invoice. Refunds given by Google for billing inaccuracies under this Section will only be in the form of credit for the Services. Nothing in this Agreement obligates Google to extend credit to any party, and Google may revise or revoke any previously-extended credit at any time.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000067,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,40,"2.4 Delinquent Payments; Suspension. Late payments (which, for clarity, do not include amounts subject to a good faith payment dispute submitted before the Payment Due Date), may bear interest at the rate of 1.5% per month (or the highest rate permitted by law, if less) from the Payment Due Date until paid in full. Customer will be responsible for all reasonable expenses (including attorneys' fees) incurred by Google in collecting such delinquent amounts. Further, in the event of any late payment for the Services, or if Customer is using a Delayed Authorization Form of Payment and Google reasonably determines that Customer poses a risk of non-payment, Google may Suspend all or part of Customer’s use of the Services.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000068,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,41,2.5 No Purchase Order Number Required. Customer is obligated to pay all applicable Fees without any requirement for Google to provide a purchase order number on Google's invoice (or otherwise).,python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000069,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,42,"2.6 Fee Revisions. Google may change the Fees at any time unless otherwise expressly agreed in an addendum or Order Form. For GWS Services, Looker (original) Services, and Cloud Identity Services only, (a) Google will notify Customer at least 30 days in advance of any changes, and (b) Customer's pricing will change if and when Customer's Order Term renews after the 30-day period. If Customer objects to any change in Fees, Customer may terminate this Agreement for convenience under Section 8.5 (Termination for Convenience).",python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000070,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,43,3. Customer Obligations.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000071,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,44,"3.1 Compliance. Customer will (a) ensure that Customer and its End Users' use of the Services complies with this Agreement, (b) use commercially reasonable efforts to prevent and terminate any unauthorized use of, or access to, the Services, and (c) promptly notify Google of any unauthorized use of, or access to, the Services, Account, or Customer's password of which Customer becomes aware. Google reserves the right to investigate any potential violation of the AUP by Customer, which may include reviewing Customer Applications, Customer Data, or Projects.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000072,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,45,"3.2 Privacy. Customer is responsible for any consents and notices required to permit (a) Customer's use and receipt of the Services and (b) Google's accessing, storing, and processing of data provided by Customer (including Customer Data, if applicable) under this Agreement.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000073,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,46,3.3 Restrictions.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000074,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,47,"Customer will not, and will not allow End Users to, (a) copy, modify, or create a derivative work of the Services; (b) reverse engineer, decompile, translate, disassemble, or otherwise attempt to extract any or all of the source code of, the Services (except to the extent such restriction is expressly prohibited by applicable law); (c) sell, resell, sublicense, transfer, or distribute any or all of the Services; or (d) access or use the Services (i) for High Risk Activities; (ii) in violation of the AUP; (iii) in a manner intended to avoid incurring Fees (including creating multiple Customer Applications, Accounts, or Projects to simulate or act as a single Customer Application, Account, or Project (respectively)) or to circumvent Service-specific usage limits or quotas; (iv) to engage in cryptocurrency mining without Google's prior written approval; (v) to operate or enable any telecommunications service or in connection with any Customer Application that allows End Users to place calls or to receive calls from any public switched telephone network, unless otherwise described in the Service Specific Terms; (vi) to place or receive emergency service calls via the GWS Services, unless stated otherwise in the Service Specific Terms; (vii) for materials or activities that are subject to the International Traffic in Arms Regulations (ITAR) maintained by the United States Department of State; (viii) in a manner that breaches, or causes the breach of, Export Control Laws; or (ix) to transmit, store, or process health information subject to United States HIPAA regulations except as permitted by an executed HIPAA BAA.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
S000075,Google,Google Cloud Terms of Service,Google Cloud Terms of Service.docx,datasets\SocialMediaPolicies\Google\source\Google Cloud Terms of Service.docx,1,1,Google Cloud Terms of Service,48,3.4 Documentation. Google may provide Documentation for Customer's use of the Services.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,e40cee55bbb2cdc9b113f45a869ef77cc70fc2e57f3635b0cff0546fd9279323
